OBJECTID,TRACT_FIPS,ASTHMA_ADJRATE,ASTHMA_L95CI,ASTHMA_U95CI,ASTHMA_STATEADJRATE,ASTHMA_SL95CI,ASTHMA_SU95CI,TRACT_NAME,COUNTY_NAME,ASTHMA_DISPLAY
1116,08005006709,282.9,212.62,353.18,630.47,627.45,633.48,"Census Tract 67.09, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1117,08005005619,783.64,667.67,899.6,630.47,627.45,633.48,"Census Tract 56.19, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1118,08005005633,429.51,314.8,544.23,630.47,627.45,633.48,"Census Tract 56.33, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1119,08005081700,485.4,337.08,633.73,630.47,627.45,633.48,"Census Tract 817, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1120,08005015100,392.27,286.62,497.93,630.47,627.45,633.48,"Census Tract 151, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1121,08005083900,937.71,672.6,1202.83,630.47,627.45,633.48,"Census Tract 839, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1122,08005082900,809.45,666.14,952.75,630.47,627.45,633.48,"Census Tract 829, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1123,08005087300,587.39,496.38,678.41,630.47,627.45,633.48,"Census Tract 873, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1124,08005086900,1067.28,692.28,1442.28,630.47,627.45,633.48,"Census Tract 869, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1125,08005087100,871.87,705.25,1038.49,630.47,627.45,633.48,"Census Tract 871, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1126,08005007301,1397,1123.42,1670.59,630.47,627.45,633.48,"Census Tract 73.01, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1127,08005006100,1195.1,960.52,1429.68,630.47,627.45,633.48,"Census Tract 61, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1128,08005006300,934.43,750.39,1118.46,630.47,627.45,633.48,"Census Tract 63, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1129,08005006706,464.91,376.33,553.48,630.47,627.45,633.48,"Census Tract 67.06, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1130,08005006200,942.95,785.3,1100.59,630.47,627.45,633.48,"Census Tract 62, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1131,08005005952,636.86,511.45,762.27,630.47,627.45,633.48,"Census Tract 59.52, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1132,08005005951,1034.71,902.23,1167.19,630.47,627.45,633.48,"Census Tract 59.51, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1133,08005005800,675.4,513,837.8,630.47,627.45,633.48,"Census Tract 58, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1134,08005005612,607.21,492.16,722.25,630.47,627.45,633.48,"Census Tract 56.12, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1135,08005006400,798.47,660.03,936.91,630.47,627.45,633.48,"Census Tract 64, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1136,08005006000,989.08,822.92,1155.23,630.47,627.45,633.48,"Census Tract 60, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1137,08041000301,765.13,614.08,916.18,630.47,627.45,633.48,"Census Tract 3.01, El Paso County, Colorado",EL PASO,Not Different Than State Average
1138,08041000203,779.93,650.76,909.11,630.47,627.45,633.48,"Census Tract 2.03, El Paso County, Colorado",EL PASO,Higher Than State Average
1139,08005080500,652.47,529.69,775.25,630.47,627.45,633.48,"Census Tract 805, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1140,08005083000,476.51,362.48,590.53,630.47,627.45,633.48,"Census Tract 830, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1141,08005083200,652.2,547.43,756.97,630.47,627.45,633.48,"Census Tract 832, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1142,08005085900,690.92,533.43,848.4,630.47,627.45,633.48,"Census Tract 859, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1143,08005006855,528.59,335.99,721.19,630.47,627.45,633.48,"Census Tract 68.55, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1144,08005086400,483.25,318.91,647.58,630.47,627.45,633.48,"Census Tract 864, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1145,08005086700,469.97,351.86,588.07,630.47,627.45,633.48,"Census Tract 867, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1146,08005007103,608.63,412.11,805.16,630.47,627.45,633.48,"Census Tract 71.03, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1147,08005005700,792.26,619.4,965.12,630.47,627.45,633.48,"Census Tract 57, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1148,08005005622,646.72,476.08,817.36,630.47,627.45,633.48,"Census Tract 56.22, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1149,08005005611,590.94,496.69,685.19,630.47,627.45,633.48,"Census Tract 56.11, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1150,08005007400,1054.29,918.2,1190.39,630.47,627.45,633.48,"Census Tract 74, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1151,08005005553,895.43,759.8,1031.05,630.47,627.45,633.48,"Census Tract 55.53, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1152,08005005626,639.17,527.5,750.84,630.47,627.45,633.48,"Census Tract 56.26, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1153,08005007600,1513.83,1313.05,1714.62,630.47,627.45,633.48,"Census Tract 76, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1154,08041000202,693.52,577.41,809.64,630.47,627.45,633.48,"Census Tract 2.02, El Paso County, Colorado",EL PASO,Not Different Than State Average
1155,08041007900,355.08,233.25,476.92,630.47,627.45,633.48,"Census Tract 79, El Paso County, Colorado",EL PASO,Lower Than State Average
1156,08041000102,504.07,404.95,603.18,630.47,627.45,633.48,"Census Tract 1.02, El Paso County, Colorado",EL PASO,Lower Than State Average
1157,08041004701,680.17,503.29,857.05,630.47,627.45,633.48,"Census Tract 47.01, El Paso County, Colorado",EL PASO,Not Different Than State Average
1158,08041005501,732.19,619.45,844.94,630.47,627.45,633.48,"Census Tract 55.01, El Paso County, Colorado",EL PASO,Not Different Than State Average
1159,08041004901,734.48,598.02,870.95,630.47,627.45,633.48,"Census Tract 49.01, El Paso County, Colorado",EL PASO,Not Different Than State Average
1160,08041004902,452.88,363.07,542.7,630.47,627.45,633.48,"Census Tract 49.02, El Paso County, Colorado",EL PASO,Lower Than State Average
1161,08041004501,1295.31,1140.39,1450.24,630.47,627.45,633.48,"Census Tract 45.01, El Paso County, Colorado",EL PASO,Higher Than State Average
1162,08041004008,917.52,529.28,1305.76,630.47,627.45,633.48,"Census Tract 40.08, El Paso County, Colorado",EL PASO,Not Different Than State Average
1163,08041007000,390.16,297.55,482.77,630.47,627.45,633.48,"Census Tract 70, El Paso County, Colorado",EL PASO,Lower Than State Average
1164,08041003702,473.22,378.27,568.16,630.47,627.45,633.48,"Census Tract 37.02, El Paso County, Colorado",EL PASO,Lower Than State Average
1165,08041002800,1012.34,898.53,1126.15,630.47,627.45,633.48,"Census Tract 28, El Paso County, Colorado",EL PASO,Higher Than State Average
1166,08041001301,686.09,529.86,842.33,630.47,627.45,633.48,"Census Tract 13.01, El Paso County, Colorado",EL PASO,Not Different Than State Average
1167,08041003902,619.21,531.14,707.27,630.47,627.45,633.48,"Census Tract 39.02, El Paso County, Colorado",EL PASO,Not Different Than State Average
1168,08041007300,415.18,351.9,478.47,630.47,627.45,633.48,"Census Tract 73, El Paso County, Colorado",EL PASO,Lower Than State Average
1169,08005083700,527.49,429.2,625.78,630.47,627.45,633.48,"Census Tract 837, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1170,08005086100,524.15,412.02,636.29,630.47,627.45,633.48,"Census Tract 861, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1171,08005007107,376.41,306.14,446.67,630.47,627.45,633.48,"Census Tract 71.07, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1172,08005085100,276.89,214.59,339.2,630.47,627.45,633.48,"Census Tract 851, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1173,08005085600,572.88,431.63,714.12,630.47,627.45,633.48,"Census Tract 856, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1174,08005085500,604.54,503.83,705.25,630.47,627.45,633.48,"Census Tract 855, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1175,08005087000,685,536.34,833.66,630.47,627.45,633.48,"Census Tract 870, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1176,08005086800,702.48,591.05,813.91,630.47,627.45,633.48,"Census Tract 868, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1177,08005005551,1130.98,944.7,1317.26,630.47,627.45,633.48,"Census Tract 55.51, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1178,08005007702,1101.77,957.21,1246.32,630.47,627.45,633.48,"Census Tract 77.02, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1179,08005080100,1095.24,955.12,1235.35,630.47,627.45,633.48,"Census Tract 801, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1180,08005084800,376.71,282,471.43,630.47,627.45,633.48,"Census Tract 848, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1181,08005007101,617.36,515.83,718.88,630.47,627.45,633.48,"Census Tract 71.01, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1182,08005081900,1504.73,1369.14,1640.32,630.47,627.45,633.48,"Census Tract 819, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1183,08005082000,778.64,613.31,943.96,630.47,627.45,633.48,"Census Tract 820, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1184,08005081400,1215.82,1058.41,1373.24,630.47,627.45,633.48,"Census Tract 814, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1185,08005007202,2235.78,1705.7,2765.86,630.47,627.45,633.48,"Census Tract 72.02, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1186,08041007500,588.31,502.85,673.77,630.47,627.45,633.48,"Census Tract 75, El Paso County, Colorado",EL PASO,Not Different Than State Average
1187,08041003909,663.25,532.4,794.11,630.47,627.45,633.48,"Census Tract 39.09, El Paso County, Colorado",EL PASO,Not Different Than State Average
1188,08041002300,2838.03,2396.12,3279.93,630.47,627.45,633.48,"Census Tract 23, El Paso County, Colorado",EL PASO,Higher Than State Average
1189,08005087200,652.03,538.91,765.15,630.47,627.45,633.48,"Census Tract 872, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1190,08005085000,474.48,258.01,690.95,630.47,627.45,633.48,"Census Tract 850, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1191,08005083800,691.72,550.45,832.99,630.47,627.45,633.48,"Census Tract 838, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1192,08005007105,1015.59,841.49,1189.7,630.47,627.45,633.48,"Census Tract 71.05, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1193,08005007104,532.14,423.01,641.27,630.47,627.45,633.48,"Census Tract 71.04, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1194,08005086000,571.9,469.47,674.33,630.47,627.45,633.48,"Census Tract 860, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1195,08005007106,709.9,539.09,880.72,630.47,627.45,633.48,"Census Tract 71.06, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1196,08005083100,744.32,625.14,863.51,630.47,627.45,633.48,"Census Tract 831, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1197,08005080600,1180.05,984.22,1375.89,630.47,627.45,633.48,"Census Tract 806, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1198,08005007302,1649.08,1436.99,1861.17,630.47,627.45,633.48,"Census Tract 73.02, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1199,08005080000,894.09,745.05,1043.14,630.47,627.45,633.48,"Census Tract 800, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1200,08005006854,731.12,537.29,924.95,630.47,627.45,633.48,"Census Tract 68.54, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1201,08005007201,860.98,699.09,1022.86,630.47,627.45,633.48,"Census Tract 72.01, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1202,08005083600,713.91,583.22,844.59,630.47,627.45,633.48,"Census Tract 836, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1203,08005086600,490.43,405.85,575,630.47,627.45,633.48,"Census Tract 866, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1204,08005085300,774.05,446.12,1101.98,630.47,627.45,633.48,"Census Tract 853, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1205,08005085200,409.83,253.66,565.99,630.47,627.45,633.48,"Census Tract 852, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1206,08005086500,533.14,436.86,629.42,630.47,627.45,633.48,"Census Tract 865, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1207,08005086300,354.35,265.21,443.49,630.47,627.45,633.48,"Census Tract 863, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1208,08005006856,495.21,391.29,599.12,630.47,627.45,633.48,"Census Tract 68.56, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1209,08005006857,306.44,198.1,414.78,630.47,627.45,633.48,"Census Tract 68.57, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1210,08005006501,1197.26,908.71,1485.8,630.47,627.45,633.48,"Census Tract 65.01, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1211,08005005623,492.41,394.31,590.51,630.47,627.45,633.48,"Census Tract 56.23, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1212,08005006713,355.14,160.45,549.83,630.47,627.45,633.48,"Census Tract 67.13, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1213,08005006858,454.12,360.71,547.54,630.47,627.45,633.48,"Census Tract 68.58, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1214,08005005635,604.37,503.52,705.22,630.47,627.45,633.48,"Census Tract 56.35, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1215,08005006712,549.16,348.14,750.17,630.47,627.45,633.48,"Census Tract 67.12, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1216,08005005636,497.1,277.54,716.65,630.47,627.45,633.48,"Census Tract 56.36, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1217,08005004951,357.27,176.16,538.38,630.47,627.45,633.48,"Census Tract 49.51, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1218,08005004952,483.44,291.16,675.73,630.47,627.45,633.48,"Census Tract 49.52, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1219,08005082700,729.14,590.47,867.8,630.47,627.45,633.48,"Census Tract 827, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1220,08005082200,896.71,782.86,1010.56,630.47,627.45,633.48,"Census Tract 822, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1221,08005082500,966.27,785.5,1147.04,630.47,627.45,633.48,"Census Tract 825, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1222,08005081500,856.43,520.94,1191.93,630.47,627.45,633.48,"Census Tract 815, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1223,08005006502,852.6,707.4,997.8,630.47,627.45,633.48,"Census Tract 65.02, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1224,08005005552,1127.99,941.3,1314.68,630.47,627.45,633.48,"Census Tract 55.52, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1225,08005007704,871.49,741.33,1001.65,630.47,627.45,633.48,"Census Tract 77.04, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1226,08005084100,825.68,673.94,977.41,630.47,627.45,633.48,"Census Tract 841, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1227,08005084500,909.3,718.89,1099.71,630.47,627.45,633.48,"Census Tract 845, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1228,08005005634,457.28,338.05,576.52,630.47,627.45,633.48,"Census Tract 56.34, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1229,08005084900,442.92,331.29,554.56,630.47,627.45,633.48,"Census Tract 849, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average
1230,08005081100,1031.99,873.73,1190.25,630.47,627.45,633.48,"Census Tract 811, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1231,08005081200,1030.94,871.65,1190.24,630.47,627.45,633.48,"Census Tract 812, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1232,08005084700,1062.48,881.3,1243.66,630.47,627.45,633.48,"Census Tract 847, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1233,08005084200,1359.13,900.01,1818.26,630.47,627.45,633.48,"Census Tract 842, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1234,08005084300,736.41,556.84,915.97,630.47,627.45,633.48,"Census Tract 843, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1235,08005085800,664.58,477.6,851.57,630.47,627.45,633.48,"Census Tract 858, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1236,08005083400,730.92,624.98,836.87,630.47,627.45,633.48,"Census Tract 834, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1237,08005081300,895.45,723.67,1067.24,630.47,627.45,633.48,"Census Tract 813, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1238,08005085400,749.44,557.13,941.75,630.47,627.45,633.48,"Census Tract 854, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1239,08005086200,629.46,497.7,761.23,630.47,627.45,633.48,"Census Tract 862, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1240,08005085700,984.02,830.78,1137.27,630.47,627.45,633.48,"Census Tract 857, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1241,08005083300,803.84,677.71,929.96,630.47,627.45,633.48,"Census Tract 833, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1242,08005084000,893.65,720.76,1066.54,630.47,627.45,633.48,"Census Tract 840, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1243,08005007703,1209.6,1061.67,1357.53,630.47,627.45,633.48,"Census Tract 77.03, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1244,08005082100,1088.69,923.95,1253.43,630.47,627.45,633.48,"Census Tract 821, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1245,08005081000,1120.02,952.74,1287.3,630.47,627.45,633.48,"Census Tract 810, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1246,08005080300,798.24,682.98,913.49,630.47,627.45,633.48,"Census Tract 803, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1247,08005080400,807.94,686.35,929.52,630.47,627.45,633.48,"Census Tract 804, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
1248,08005080800,651.63,522.3,780.96,630.47,627.45,633.48,"Census Tract 808, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average
1249,08005080900,787.83,675.21,900.45,630.47,627.45,633.48,"Census Tract 809, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average
