OBJECTID,TRACT_FIPS,ASTHMA_ADJRATE,ASTHMA_L95CI,ASTHMA_U95CI,ASTHMA_STATEADJRATE,ASTHMA_SL95CI,ASTHMA_SU95CI,TRACT_NAME,COUNTY_NAME,ASTHMA_DISPLAY
206,08001008534,784.16,620.89,947.43,630.47,627.45,633.48,"Census Tract 85.34, Adams County, Colorado",ADAMS,Not Different Than State Average
207,08001009103,783.14,632.79,933.48,630.47,627.45,633.48,"Census Tract 91.03, Adams County, Colorado",ADAMS,Not Different Than State Average
208,08001008603,753.46,577.53,929.39,630.47,627.45,633.48,"Census Tract 86.03, Adams County, Colorado",ADAMS,Not Different Than State Average
209,08001009408,453.43,361.67,545.19,630.47,627.45,633.48,"Census Tract 94.08, Adams County, Colorado",ADAMS,Lower Than State Average
210,08001008524,557.89,447.59,668.19,630.47,627.45,633.48,"Census Tract 85.24, Adams County, Colorado",ADAMS,Not Different Than State Average
211,08001008508,703.94,578.09,829.78,630.47,627.45,633.48,"Census Tract 85.08, Adams County, Colorado",ADAMS,Not Different Than State Average
212,08001008401,579.03,465.76,692.3,630.47,627.45,633.48,"Census Tract 84.01, Adams County, Colorado",ADAMS,Not Different Than State Average
213,08001008523,678.19,577.79,778.59,630.47,627.45,633.48,"Census Tract 85.23, Adams County, Colorado",ADAMS,Not Different Than State Average
214,08001008402,802.14,664.58,939.7,630.47,627.45,633.48,"Census Tract 84.02, Adams County, Colorado",ADAMS,Higher Than State Average
215,08069002802,501.46,399.58,603.34,630.47,627.45,633.48,"Census Tract 28.02, Larimer County, Colorado",LARIMER,Lower Than State Average
216,08069002503,470.05,357.4,582.69,630.47,627.45,633.48,"Census Tract 25.03, Larimer County, Colorado",LARIMER,Lower Than State Average
217,08069001608,514.63,404.25,625.02,630.47,627.45,633.48,"Census Tract 16.08, Larimer County, Colorado",LARIMER,Lower Than State Average
218,08069001607,528.24,411.21,645.27,630.47,627.45,633.48,"Census Tract 16.07, Larimer County, Colorado",LARIMER,Not Different Than State Average
219,08125963100,331.31,251.7,410.93,630.47,627.45,633.48,"Census Tract 9631, Yuma County, Colorado",YUMA,Lower Than State Average
220,08001008547,436.77,328.08,545.47,630.47,627.45,633.48,"Census Tract 85.47, Adams County, Colorado",ADAMS,Lower Than State Average
221,08001008543,560.9,487.1,634.69,630.47,627.45,633.48,"Census Tract 85.43, Adams County, Colorado",ADAMS,Not Different Than State Average
222,08001008544,518.35,404.21,632.48,630.47,627.45,633.48,"Census Tract 85.44, Adams County, Colorado",ADAMS,Not Different Than State Average
223,08001008545,706.48,565.8,847.15,630.47,627.45,633.48,"Census Tract 85.45, Adams County, Colorado",ADAMS,Not Different Than State Average
224,08001060000,530.31,408.57,652.05,630.47,627.45,633.48,"Census Tract 600, Adams County, Colorado",ADAMS,Not Different Than State Average
225,08001061200,362.34,199.14,525.55,630.47,627.45,633.48,"Census Tract 612, Adams County, Colorado",ADAMS,Lower Than State Average
226,08001008549,682.75,465.18,900.32,630.47,627.45,633.48,"Census Tract 85.49, Adams County, Colorado",ADAMS,Not Different Than State Average
227,08001008551,352.64,205.13,500.15,630.47,627.45,633.48,"Census Tract 85.51, Adams County, Colorado",ADAMS,Lower Than State Average
228,08069001606,422.17,286.23,558.11,630.47,627.45,633.48,"Census Tract 16.06, Larimer County, Colorado",LARIMER,Lower Than State Average
229,08069000505,1397.16,1117.14,1677.18,630.47,627.45,633.48,"Census Tract 5.05, Larimer County, Colorado",LARIMER,Higher Than State Average
230,08069000202,610.21,438.36,782.07,630.47,627.45,633.48,"Census Tract 2.02, Larimer County, Colorado",LARIMER,Not Different Than State Average
231,08069001307,801.67,677.91,925.43,630.47,627.45,633.48,"Census Tract 13.07, Larimer County, Colorado",LARIMER,Higher Than State Average
232,08069002801,320.55,238.98,402.13,630.47,627.45,633.48,"Census Tract 28.01, Larimer County, Colorado",LARIMER,Lower Than State Average
233,08069001808,472.11,381.63,562.59,630.47,627.45,633.48,"Census Tract 18.08, Larimer County, Colorado",LARIMER,Lower Than State Average
234,08069001605,663.72,476,851.44,630.47,627.45,633.48,"Census Tract 16.05, Larimer County, Colorado",LARIMER,Not Different Than State Average
235,08069002502,517.85,444.54,591.17,630.47,627.45,633.48,"Census Tract 25.02, Larimer County, Colorado",LARIMER,Lower Than State Average
236,08069002501,611.34,537.76,684.92,630.47,627.45,633.48,"Census Tract 25.01, Larimer County, Colorado",LARIMER,Not Different Than State Average
237,08069002011,600.2,498.82,701.58,630.47,627.45,633.48,"Census Tract 20.11, Larimer County, Colorado",LARIMER,Not Different Than State Average
238,08001008550,696.68,581.33,812.02,630.47,627.45,633.48,"Census Tract 85.50, Adams County, Colorado",ADAMS,Not Different Than State Average
239,08001008541,420.21,327.67,512.74,630.47,627.45,633.48,"Census Tract 85.41, Adams County, Colorado",ADAMS,Lower Than State Average
240,08001008540,391.74,324.45,459.04,630.47,627.45,633.48,"Census Tract 85.40, Adams County, Colorado",ADAMS,Lower Than State Average
241,08001008535,531.33,418.38,644.29,630.47,627.45,633.48,"Census Tract 85.35, Adams County, Colorado",ADAMS,Not Different Than State Average
242,08001008537,707.14,555.58,858.7,630.47,627.45,633.48,"Census Tract 85.37, Adams County, Colorado",ADAMS,Not Different Than State Average
243,08001008606,580.65,490.3,671.01,630.47,627.45,633.48,"Census Tract 86.06, Adams County, Colorado",ADAMS,Not Different Than State Average
244,08001988700,,,,630.47,627.45,633.48,"Census Tract 9887, Adams County, Colorado",ADAMS,No Events or Data Suppressed
245,08001009104,613.84,510.91,716.77,630.47,627.45,633.48,"Census Tract 91.04, Adams County, Colorado",ADAMS,Not Different Than State Average
246,08069002010,488.68,353.44,623.92,630.47,627.45,633.48,"Census Tract 20.10, Larimer County, Colorado",LARIMER,Lower Than State Average
247,08069001809,608.31,534.73,681.89,630.47,627.45,633.48,"Census Tract 18.09, Larimer County, Colorado",LARIMER,Not Different Than State Average
248,08069001709,533.5,480.32,586.68,630.47,627.45,633.48,"Census Tract 17.09, Larimer County, Colorado",LARIMER,Lower Than State Average
249,08069001708,805.71,609.97,1001.45,630.47,627.45,633.48,"Census Tract 17.08, Larimer County, Colorado",LARIMER,Not Different Than State Average
250,08069001308,679.68,577.6,781.76,630.47,627.45,633.48,"Census Tract 13.08, Larimer County, Colorado",LARIMER,Not Different Than State Average
251,08069000802,982.02,709.18,1254.86,630.47,627.45,633.48,"Census Tract 8.02, Larimer County, Colorado",LARIMER,Higher Than State Average
252,08069000801,641.7,458.58,824.82,630.47,627.45,633.48,"Census Tract 8.01, Larimer County, Colorado",LARIMER,Not Different Than State Average
253,08069000506,660.05,492.9,827.21,630.47,627.45,633.48,"Census Tract 5.06, Larimer County, Colorado",LARIMER,Not Different Than State Average
254,08069000504,431.04,258.67,603.42,630.47,627.45,633.48,"Census Tract 5.04, Larimer County, Colorado",LARIMER,Lower Than State Average
255,08069000503,636.51,474.44,798.59,630.47,627.45,633.48,"Census Tract 5.03, Larimer County, Colorado",LARIMER,Not Different Than State Average
256,08069000402,778.04,597.23,958.84,630.47,627.45,633.48,"Census Tract 4.02, Larimer County, Colorado",LARIMER,Not Different Than State Average
257,08069000401,691.2,506.52,875.88,630.47,627.45,633.48,"Census Tract 4.01, Larimer County, Colorado",LARIMER,Not Different Than State Average
258,08069000201,217.48,99.63,335.34,630.47,627.45,633.48,"Census Tract 2.01, Larimer County, Colorado",LARIMER,Lower Than State Average
259,08069001902,743.33,634.92,851.73,630.47,627.45,633.48,"Census Tract 19.02, Larimer County, Colorado",LARIMER,Higher Than State Average
260,08001008604,476.51,365.07,587.94,630.47,627.45,633.48,"Census Tract 86.04, Adams County, Colorado",ADAMS,Lower Than State Average
261,08001008605,678.59,520.86,836.31,630.47,627.45,633.48,"Census Tract 86.05, Adams County, Colorado",ADAMS,Not Different Than State Average
262,08001009553,794.79,643.16,946.42,630.47,627.45,633.48,"Census Tract 95.53, Adams County, Colorado",ADAMS,Higher Than State Average
263,08001008706,1144.8,1003.47,1286.13,630.47,627.45,633.48,"Census Tract 87.06, Adams County, Colorado",ADAMS,Higher Than State Average
264,08001009101,736.62,620.54,852.7,630.47,627.45,633.48,"Census Tract 91.01, Adams County, Colorado",ADAMS,Not Different Than State Average
265,08001009002,704.03,618.3,789.75,630.47,627.45,633.48,"Census Tract 90.02, Adams County, Colorado",ADAMS,Not Different Than State Average
266,08069002007,766.85,641.38,892.32,630.47,627.45,633.48,"Census Tract 20.07, Larimer County, Colorado",LARIMER,Higher Than State Average
267,08069002005,805.48,694.75,916.21,630.47,627.45,633.48,"Census Tract 20.05, Larimer County, Colorado",LARIMER,Higher Than State Average
268,08069002008,592.23,484.38,700.07,630.47,627.45,633.48,"Census Tract 20.08, Larimer County, Colorado",LARIMER,Not Different Than State Average
269,08069001903,197.76,135.19,260.34,630.47,627.45,633.48,"Census Tract 19.03, Larimer County, Colorado",LARIMER,Lower Than State Average
270,08069001804,727.66,608.24,847.09,630.47,627.45,633.48,"Census Tract 18.04, Larimer County, Colorado",LARIMER,Not Different Than State Average
271,08069001901,803.02,678.65,927.4,630.47,627.45,633.48,"Census Tract 19.01, Larimer County, Colorado",LARIMER,Higher Than State Average
272,08069001807,727.21,612.46,841.95,630.47,627.45,633.48,"Census Tract 18.07, Larimer County, Colorado",LARIMER,Not Different Than State Average
273,08001009308,650.62,540.72,760.52,630.47,627.45,633.48,"Census Tract 93.08, Adams County, Colorado",ADAMS,Not Different Than State Average
274,08001009001,1324.17,1165.23,1483.11,630.47,627.45,633.48,"Census Tract 90.01, Adams County, Colorado",ADAMS,Higher Than State Average
275,08001009306,831.99,696.81,967.17,630.47,627.45,633.48,"Census Tract 93.06, Adams County, Colorado",ADAMS,Higher Than State Average
276,08001009318,904.66,779.77,1029.56,630.47,627.45,633.48,"Census Tract 93.18, Adams County, Colorado",ADAMS,Higher Than State Average
277,08001008705,1059.94,926.25,1193.64,630.47,627.45,633.48,"Census Tract 87.05, Adams County, Colorado",ADAMS,Higher Than State Average
278,08001008533,616.93,526.85,707.01,630.47,627.45,633.48,"Census Tract 85.33, Adams County, Colorado",ADAMS,Not Different Than State Average
279,08001009204,710.75,611.72,809.78,630.47,627.45,633.48,"Census Tract 92.04, Adams County, Colorado",ADAMS,Not Different Than State Average
280,08001008507,726.94,635.96,817.92,630.47,627.45,633.48,"Census Tract 85.07, Adams County, Colorado",ADAMS,Higher Than State Average
281,08069001707,702,601.31,802.69,630.47,627.45,633.48,"Census Tract 17.07, Larimer County, Colorado",LARIMER,Not Different Than State Average
282,08069001806,544.58,468.34,620.83,630.47,627.45,633.48,"Census Tract 18.06, Larimer County, Colorado",LARIMER,Lower Than State Average
283,08069001704,777.93,694.72,861.13,630.47,627.45,633.48,"Census Tract 17.04, Larimer County, Colorado",LARIMER,Higher Than State Average
284,08069001706,765.3,666.89,863.7,630.47,627.45,633.48,"Census Tract 17.06, Larimer County, Colorado",LARIMER,Higher Than State Average
285,08069001109,530.58,434.58,626.57,630.47,627.45,633.48,"Census Tract 11.09, Larimer County, Colorado",LARIMER,Lower Than State Average
286,08069001106,769.46,643.96,894.97,630.47,627.45,633.48,"Census Tract 11.06, Larimer County, Colorado",LARIMER,Higher Than State Average
287,08069001111,364.63,241.32,487.94,630.47,627.45,633.48,"Census Tract 11.11, Larimer County, Colorado",LARIMER,Lower Than State Average
288,08001009203,1081.32,905.94,1256.7,630.47,627.45,633.48,"Census Tract 92.03, Adams County, Colorado",ADAMS,Higher Than State Average
289,08001008505,1036.76,921.65,1151.87,630.47,627.45,633.48,"Census Tract 85.05, Adams County, Colorado",ADAMS,Higher Than State Average
290,08001008506,779.41,681.3,877.51,630.47,627.45,633.48,"Census Tract 85.06, Adams County, Colorado",ADAMS,Higher Than State Average
291,08001009501,762.62,611.72,913.52,630.47,627.45,633.48,"Census Tract 95.01, Adams County, Colorado",ADAMS,Not Different Than State Average
292,08001009502,1089.56,935,1244.12,630.47,627.45,633.48,"Census Tract 95.02, Adams County, Colorado",ADAMS,Higher Than State Average
293,08001009309,587.36,473.98,700.74,630.47,627.45,633.48,"Census Tract 93.09, Adams County, Colorado",ADAMS,Not Different Than State Average
294,08001009310,869.2,755.96,982.43,630.47,627.45,633.48,"Census Tract 93.10, Adams County, Colorado",ADAMS,Higher Than State Average
295,08001009319,1919.01,1629.1,2208.93,630.47,627.45,633.48,"Census Tract 93.19, Adams County, Colorado",ADAMS,Higher Than State Average
296,08069001110,746.85,591.34,902.36,630.47,627.45,633.48,"Census Tract 11.10, Larimer County, Colorado",LARIMER,Not Different Than State Average
297,08069001008,324.69,173.39,476,630.47,627.45,633.48,"Census Tract 10.08, Larimer County, Colorado",LARIMER,Lower Than State Average
298,08069001004,1216.59,1038.81,1394.36,630.47,627.45,633.48,"Census Tract 10.04, Larimer County, Colorado",LARIMER,Higher Than State Average
299,08069001003,1064.65,920.57,1208.73,630.47,627.45,633.48,"Census Tract 10.03, Larimer County, Colorado",LARIMER,Higher Than State Average
300,08069000902,554.44,440.8,668.07,630.47,627.45,633.48,"Census Tract 9.02, Larimer County, Colorado",LARIMER,Not Different Than State Average
301,08069001603,924.7,798.11,1051.28,630.47,627.45,633.48,"Census Tract 16.03, Larimer County, Colorado",LARIMER,Higher Than State Average
302,08069000901,666.06,568.66,763.46,630.47,627.45,633.48,"Census Tract 9.01, Larimer County, Colorado",LARIMER,Not Different Than State Average
303,08069001304,1146.31,960.42,1332.2,630.47,627.45,633.48,"Census Tract 13.04, Larimer County, Colorado",LARIMER,Higher Than State Average
304,08069000700,363.07,210.29,515.85,630.47,627.45,633.48,"Census Tract 7, Larimer County, Colorado",LARIMER,Lower Than State Average
305,08001009316,727.64,633.34,821.93,630.47,627.45,633.48,"Census Tract 93.16, Adams County, Colorado",ADAMS,Not Different Than State Average
306,08001009603,733.83,631.85,835.8,630.47,627.45,633.48,"Census Tract 96.03, Adams County, Colorado",ADAMS,Not Different Than State Average
307,08001009321,1043.03,882.82,1203.24,630.47,627.45,633.48,"Census Tract 93.21, Adams County, Colorado",ADAMS,Higher Than State Average
308,08001009407,774.4,664.24,884.56,630.47,627.45,633.48,"Census Tract 94.07, Adams County, Colorado",ADAMS,Higher Than State Average
309,08001009323,972.24,810,1134.48,630.47,627.45,633.48,"Census Tract 93.23, Adams County, Colorado",ADAMS,Higher Than State Average
310,08001009411,678.87,538.21,819.53,630.47,627.45,633.48,"Census Tract 94.11, Adams County, Colorado",ADAMS,Not Different Than State Average
311,08001009307,858.25,726.71,989.79,630.47,627.45,633.48,"Census Tract 93.07, Adams County, Colorado",ADAMS,Higher Than State Average
312,08069000600,344.93,54.09,635.76,630.47,627.45,633.48,"Census Tract 6, Larimer County, Colorado",LARIMER,Not Different Than State Average
313,08069001009,542.81,458.68,626.94,630.47,627.45,633.48,"Census Tract 10.09, Larimer County, Colorado",LARIMER,Lower Than State Average
314,08069000100,1099.11,883.24,1314.98,630.47,627.45,633.48,"Census Tract 1, Larimer County, Colorado",LARIMER,Higher Than State Average
315,08069002300,431.97,326.39,537.55,630.47,627.45,633.48,"Census Tract 23, Larimer County, Colorado",LARIMER,Lower Than State Average
316,08069001602,531.74,437.4,626.08,630.47,627.45,633.48,"Census Tract 16.02, Larimer County, Colorado",LARIMER,Lower Than State Average
317,08069001306,1398.84,1146.3,1651.38,630.47,627.45,633.48,"Census Tract 13.06, Larimer County, Colorado",LARIMER,Higher Than State Average
318,08069001305,1705.46,1431.69,1979.23,630.47,627.45,633.48,"Census Tract 13.05, Larimer County, Colorado",LARIMER,Higher Than State Average
319,08059010209,720,572.78,867.23,630.47,627.45,633.48,"Census Tract 102.09, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
320,08059010305,1018.98,869.95,1168.01,630.47,627.45,633.48,"Census Tract 103.05, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
321,08059009832,607.71,466.23,749.2,630.47,627.45,633.48,"Census Tract 98.32, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
322,08059009833,559.4,473.84,644.96,630.47,627.45,633.48,"Census Tract 98.33, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
323,08059009834,646.03,544.53,747.54,630.47,627.45,633.48,"Census Tract 98.34, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
324,08059009831,588.7,352.39,825.01,630.47,627.45,633.48,"Census Tract 98.31, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
325,08059010210,617.39,503.19,731.58,630.47,627.45,633.48,"Census Tract 102.10, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
326,08059010206,744.42,620.59,868.25,630.47,627.45,633.48,"Census Tract 102.06, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
327,08059009835,633.74,512.24,755.25,630.47,627.45,633.48,"Census Tract 98.35, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
328,08059009828,753.51,643.74,863.27,630.47,627.45,633.48,"Census Tract 98.28, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
329,08059010205,607.5,439.96,775.03,630.47,627.45,633.48,"Census Tract 102.05, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
330,08059010303,943.5,820.69,1066.31,630.47,627.45,633.48,"Census Tract 103.03, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
331,08087000600,517.31,432.49,602.13,630.47,627.45,633.48,"Census Tract 6, Morgan County, Colorado",MORGAN,Lower Than State Average
332,08087000200,248.69,163.36,334.01,630.47,627.45,633.48,"Census Tract 2, Morgan County, Colorado",MORGAN,Lower Than State Average
333,08087000100,359.37,256.46,462.29,630.47,627.45,633.48,"Census Tract 1, Morgan County, Colorado",MORGAN,Lower Than State Average
334,08087000500,486.83,353.63,620.04,630.47,627.45,633.48,"Census Tract 5, Morgan County, Colorado",MORGAN,Lower Than State Average
335,08087000800,438.73,289.23,588.23,630.47,627.45,633.48,"Census Tract 8, Morgan County, Colorado",MORGAN,Lower Than State Average
336,08087000400,632.45,518.83,746.07,630.47,627.45,633.48,"Census Tract 4, Morgan County, Colorado",MORGAN,Not Different Than State Average
337,08087000300,405.64,290.06,521.22,630.47,627.45,633.48,"Census Tract 3, Morgan County, Colorado",MORGAN,Lower Than State Average
338,08087000700,901.72,787.88,1015.57,630.47,627.45,633.48,"Census Tract 7, Morgan County, Colorado",MORGAN,Higher Than State Average
339,08059009830,566.78,417.22,716.34,630.47,627.45,633.48,"Census Tract 98.30, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
340,08059009829,441.68,273.93,609.44,630.47,627.45,633.48,"Census Tract 98.29, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
341,08059010212,926.71,799.25,1054.17,630.47,627.45,633.48,"Census Tract 102.12, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
342,08059009824,668.68,549.32,788.03,630.47,627.45,633.48,"Census Tract 98.24, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
343,08059009823,613.06,483.08,743.04,630.47,627.45,633.48,"Census Tract 98.23, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
344,08059010208,734.1,634.77,833.44,630.47,627.45,633.48,"Census Tract 102.08, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
345,08059010213,781.99,669.91,894.06,630.47,627.45,633.48,"Census Tract 102.13, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
346,08059010304,827.89,640.09,1015.69,630.47,627.45,633.48,"Census Tract 103.04, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
347,08059009839,525.5,386.85,664.15,630.47,627.45,633.48,"Census Tract 98.39, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
348,08059060300,438.63,346.24,531.02,630.47,627.45,633.48,"Census Tract 603, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
349,08059060500,625.91,484.05,767.77,630.47,627.45,633.48,"Census Tract 605, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
350,08059060400,626.34,491.73,760.95,630.47,627.45,633.48,"Census Tract 604, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
351,08059009851,471.51,360.24,582.78,630.47,627.45,633.48,"Census Tract 98.51, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
352,08059009837,489.75,363.65,615.85,630.47,627.45,633.48,"Census Tract 98.37, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
353,08059009838,276.43,210.81,342.05,630.47,627.45,633.48,"Census Tract 98.38, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
354,08059009827,540.9,456.29,625.51,630.47,627.45,633.48,"Census Tract 98.27, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
355,08059009815,492.11,395.03,589.19,630.47,627.45,633.48,"Census Tract 98.15, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
356,08059009808,529.42,439.2,619.64,630.47,627.45,633.48,"Census Tract 98.08, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
357,08059009840,450.72,360.11,541.32,630.47,627.45,633.48,"Census Tract 98.40, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
358,08059009836,406.75,308.76,504.73,630.47,627.45,633.48,"Census Tract 98.36, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
359,08115968300,488.42,354.34,622.51,630.47,627.45,633.48,"Census Tract 9683, Sedgwick County, Colorado",SEDGWICK,Lower Than State Average
360,08059010211,759.9,630.55,889.25,630.47,627.45,633.48,"Census Tract 102.11, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
361,08059010307,914.62,792.06,1037.18,630.47,627.45,633.48,"Census Tract 103.07, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
362,08059010306,724.99,567.59,882.39,630.47,627.45,633.48,"Census Tract 103.06, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
363,08059009841,476.8,350.15,603.45,630.47,627.45,633.48,"Census Tract 98.41, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
364,08095967600,630.64,493.49,767.79,630.47,627.45,633.48,"Census Tract 9676, Phillips County, Colorado",PHILLIPS,Not Different Than State Average
365,08095967700,403.33,249.07,557.58,630.47,627.45,633.48,"Census Tract 9677, Phillips County, Colorado",PHILLIPS,Lower Than State Average
366,08013013003,405.95,326.69,485.22,630.47,627.45,633.48,"Census Tract 130.03, Boulder County, Colorado",BOULDER,Lower Than State Average
367,08013013401,823.06,617.65,1028.47,630.47,627.45,633.48,"Census Tract 134.01, Boulder County, Colorado",BOULDER,Not Different Than State Average
368,08013013503,805.78,692.55,919.02,630.47,627.45,633.48,"Census Tract 135.03, Boulder County, Colorado",BOULDER,Higher Than State Average
369,08013013006,427.26,336.67,517.86,630.47,627.45,633.48,"Census Tract 130.06, Boulder County, Colorado",BOULDER,Lower Than State Average
370,08013012203,447.71,340,555.43,630.47,627.45,633.48,"Census Tract 122.03, Boulder County, Colorado",BOULDER,Lower Than State Average
371,08013013402,477.06,406,548.11,630.47,627.45,633.48,"Census Tract 134.02, Boulder County, Colorado",BOULDER,Lower Than State Average
372,08013013210,603.31,507.23,699.39,630.47,627.45,633.48,"Census Tract 132.10, Boulder County, Colorado",BOULDER,Not Different Than State Average
373,08013013302,509.28,416.34,602.22,630.47,627.45,633.48,"Census Tract 133.02, Boulder County, Colorado",BOULDER,Lower Than State Average
374,08013013307,1010.3,858.13,1162.48,630.47,627.45,633.48,"Census Tract 133.07, Boulder County, Colorado",BOULDER,Higher Than State Average
375,08013013308,593.11,480.74,705.48,630.47,627.45,633.48,"Census Tract 133.08, Boulder County, Colorado",BOULDER,Not Different Than State Average
376,08013012510,203.2,144.5,261.9,630.47,627.45,633.48,"Census Tract 125.10, Boulder County, Colorado",BOULDER,Lower Than State Average
377,08013012907,471.01,367.72,574.31,630.47,627.45,633.48,"Census Tract 129.07, Boulder County, Colorado",BOULDER,Lower Than State Average
378,08013013305,561.02,456,666.04,630.47,627.45,633.48,"Census Tract 133.05, Boulder County, Colorado",BOULDER,Not Different Than State Average
379,08013060900,579.03,441.49,716.58,630.47,627.45,633.48,"Census Tract 609, Boulder County, Colorado",BOULDER,Not Different Than State Average
380,08013012509,304.25,226.61,381.9,630.47,627.45,633.48,"Census Tract 125.09, Boulder County, Colorado",BOULDER,Lower Than State Average
381,08013013208,593.06,502.47,683.64,630.47,627.45,633.48,"Census Tract 132.08, Boulder County, Colorado",BOULDER,Not Different Than State Average
382,08013012701,291.19,226.01,356.36,630.47,627.45,633.48,"Census Tract 127.01, Boulder County, Colorado",BOULDER,Lower Than State Average
383,08013012507,528.2,393.54,662.85,630.47,627.45,633.48,"Census Tract 125.07, Boulder County, Colorado",BOULDER,Not Different Than State Average
384,08013012505,313.56,239.43,387.69,630.47,627.45,633.48,"Census Tract 125.05, Boulder County, Colorado",BOULDER,Lower Than State Average
385,08013013201,471.3,283.22,659.37,630.47,627.45,633.48,"Census Tract 132.01, Boulder County, Colorado",BOULDER,Not Different Than State Average
386,08013013211,563.73,434.71,692.75,630.47,627.45,633.48,"Census Tract 132.11, Boulder County, Colorado",BOULDER,Not Different Than State Average
387,08013013207,608.75,490.94,726.56,630.47,627.45,633.48,"Census Tract 132.07, Boulder County, Colorado",BOULDER,Not Different Than State Average
388,08013012101,266.71,191.06,342.37,630.47,627.45,633.48,"Census Tract 121.01, Boulder County, Colorado",BOULDER,Lower Than State Average
389,08013013205,262.63,156.99,368.28,630.47,627.45,633.48,"Census Tract 132.05, Boulder County, Colorado",BOULDER,Lower Than State Average
390,08013013306,728.93,618.93,838.92,630.47,627.45,633.48,"Census Tract 133.06, Boulder County, Colorado",BOULDER,Not Different Than State Average
391,08013012201,233.9,150.81,316.98,630.47,627.45,633.48,"Census Tract 122.01, Boulder County, Colorado",BOULDER,Lower Than State Average
392,08013012705,324.57,220.04,429.1,630.47,627.45,633.48,"Census Tract 127.05, Boulder County, Colorado",BOULDER,Lower Than State Average
393,08013012708,368.86,291.96,445.77,630.47,627.45,633.48,"Census Tract 127.08, Boulder County, Colorado",BOULDER,Lower Than State Average
394,08013013601,314.45,230.55,398.36,630.47,627.45,633.48,"Census Tract 136.01, Boulder County, Colorado",BOULDER,Lower Than State Average
395,08013012710,335.78,231.62,439.94,630.47,627.45,633.48,"Census Tract 127.10, Boulder County, Colorado",BOULDER,Lower Than State Average
396,08013013701,293.49,231.49,355.48,630.47,627.45,633.48,"Census Tract 137.01, Boulder County, Colorado",BOULDER,Lower Than State Average
397,08013013702,226.55,170.53,282.56,630.47,627.45,633.48,"Census Tract 137.02, Boulder County, Colorado",BOULDER,Lower Than State Average
398,08013013202,191.11,105.52,276.69,630.47,627.45,633.48,"Census Tract 132.02, Boulder County, Colorado",BOULDER,Lower Than State Average
399,08013012204,675.17,400.14,950.19,630.47,627.45,633.48,"Census Tract 122.04, Boulder County, Colorado",BOULDER,Not Different Than State Average
400,08013013602,281.62,145.91,461.4,630.47,627.45,633.48,"Census Tract 136.02, Boulder County, Colorado",BOULDER,Lower Than State Average
401,08013012903,321.11,209.4,432.83,630.47,627.45,633.48,"Census Tract 129.03, Boulder County, Colorado",BOULDER,Lower Than State Average
402,08013012501,251.78,158.71,344.84,630.47,627.45,633.48,"Census Tract 125.01, Boulder County, Colorado",BOULDER,Lower Than State Average
403,08013012603,315.11,229.4,400.81,630.47,627.45,633.48,"Census Tract 126.03, Boulder County, Colorado",BOULDER,Lower Than State Average
404,08013012511,340.02,244.25,435.8,630.47,627.45,633.48,"Census Tract 125.11, Boulder County, Colorado",BOULDER,Lower Than State Average
405,08013012709,579.5,387.52,771.48,630.47,627.45,633.48,"Census Tract 127.09, Boulder County, Colorado",BOULDER,Not Different Than State Average
406,08075966300,649.64,547.55,751.73,630.47,627.45,633.48,"Census Tract 9663, Logan County, Colorado",LOGAN,Not Different Than State Average
407,08075966200,731.46,593.18,869.73,630.47,627.45,633.48,"Census Tract 9662, Logan County, Colorado",LOGAN,Not Different Than State Average
