FIPS State Code,FIPS County Code,year,measure_1_value,measure_2_value,measure_3_value,measure_4_value,measure_5_value,measure_7_value,measure_9_value,measure_11_value,measure_14_value,measure_15_value,measure_21_value,measure_23_value,measure_24_value,measure_36_value,measure_37_value,measure_39_value,measure_42_value,measure_43_value,measure_44_value,measure_45_value,measure_49_value,measure_50_value,measure_51_value,measure_52_value,measure_53_value,measure_54_value,measure_55_value,measure_56_value,measure_57_value,measure_58_value,measure_59_value,measure_60_value,measure_61_value,measure_62_value,measure_63_value,measure_65_value,measure_67_value,measure_69_value,measure_70_value,measure_80_value,measure_81_value,measure_82_value,measure_83_value,measure_85_value,measure_86_value,measure_88_value,measure_122_value,measure_124_value,measure_125_value,measure_126_value,measure_127_value,measure_128_value,measure_129_value,measure_131_value,measure_132_value,measure_133_value,measure_134_value,measure_135_value,measure_136_value,measure_137_value,measure_138_value,measure_139_value,measure_140_value,measure_141_value,measure_142_value,measure_143_value,measure_144_value,measure_145_value,measure_146_value,measure_148_value,measure_149_value,measure_6_value,measure_8_value,measure_10_value,measure_13_value,measure_16_value,measure_17_value,measure_18_value,measure_19_value,measure_20_value,measure_25_value,measure_26_value,measure_27_value,measure_31_value,measure_32_value,measure_35_value,measure_47_value,measure_97_value,measure_99_value,measure_103_value,measure_104_value,measure_105_value,measure_106_value,measure_107_value,measure_108_value,measure_116_value,measure_117_value,measure_118_value,measure_119_value,measure_120_value,measure_121_value,measure_123_value,measure_1_numerator,measure_2_numerator,measure_3_numerator,measure_4_numerator,measure_5_numerator,measure_7_numerator,measure_9_numerator,measure_11_numerator,measure_14_numerator,measure_15_numerator,measure_21_numerator,measure_23_numerator,measure_24_numerator,measure_36_numerator,measure_37_numerator,measure_39_numerator,measure_42_numerator,measure_43_numerator,measure_44_numerator,measure_45_numerator,measure_49_numerator,measure_50_numerator,measure_51_numerator,measure_52_numerator,measure_53_numerator,measure_54_numerator,measure_55_numerator,measure_56_numerator,measure_57_numerator,measure_58_numerator,measure_59_numerator,measure_60_numerator,measure_61_numerator,measure_62_numerator,measure_63_numerator,measure_65_numerator,measure_67_numerator,measure_69_numerator,measure_70_numerator,measure_80_numerator,measure_81_numerator,measure_82_numerator,measure_83_numerator,measure_85_numerator,measure_86_numerator,measure_88_numerator,measure_122_numerator,measure_124_numerator,measure_125_numerator,measure_126_numerator,measure_127_numerator,measure_128_numerator,measure_129_numerator,measure_131_numerator,measure_132_numerator,measure_133_numerator,measure_134_numerator,measure_135_numerator,measure_136_numerator,measure_137_numerator,measure_138_numerator,measure_139_numerator,measure_140_numerator,measure_141_numerator,measure_142_numerator,measure_143_numerator,measure_144_numerator,measure_145_numerator,measure_146_numerator,measure_148_numerator,measure_149_numerator,measure_6_numerator,measure_8_numerator,measure_10_numerator,measure_13_numerator,measure_16_numerator,measure_17_numerator,measure_18_numerator,measure_19_numerator,measure_20_numerator,measure_25_numerator,measure_26_numerator,measure_27_numerator,measure_31_numerator,measure_32_numerator,measure_35_numerator,measure_47_numerator,measure_97_numerator,measure_99_numerator,measure_103_numerator,measure_104_numerator,measure_105_numerator,measure_106_numerator,measure_107_numerator,measure_108_numerator,measure_116_numerator,measure_117_numerator,measure_118_numerator,measure_119_numerator,measure_120_numerator,measure_121_numerator,measure_123_numerator,measure_1_denominator,measure_2_denominator,measure_3_denominator,measure_4_denominator,measure_5_denominator,measure_7_denominator,measure_9_denominator,measure_11_denominator,measure_14_denominator,measure_15_denominator,measure_21_denominator,measure_23_denominator,measure_24_denominator,measure_36_denominator,measure_37_denominator,measure_39_denominator,measure_42_denominator,measure_43_denominator,measure_44_denominator,measure_45_denominator,measure_49_denominator,measure_50_denominator,measure_51_denominator,measure_52_denominator,measure_53_denominator,measure_54_denominator,measure_55_denominator,measure_56_denominator,measure_57_denominator,measure_58_denominator,measure_59_denominator,measure_60_denominator,measure_61_denominator,measure_62_denominator,measure_63_denominator,measure_65_denominator,measure_67_denominator,measure_69_denominator,measure_70_denominator,measure_80_denominator,measure_81_denominator,measure_82_denominator,measure_83_denominator,measure_85_denominator,measure_86_denominator,measure_88_denominator,measure_122_denominator,measure_124_denominator
55,77,2018,6725.2051162,0.1429855758,0.0805267451,,70.21,0.899122807,0.1562020875,0.36,21.446746638,,0.8816666667,0.0524438573,0.2,3.5137070263,0.0648496241,23.492707863,3.5239012715,34.966563224,3.8509154708,192.7,0.2199879808,0.6810810811,15067,0.1985133072,0.230835601,0.0052432468,0.0082962766,0.0318577023,0.4939271255,1,0.0064794816,0.124,107.9,0.000929183,50032,0.5209903122,0.7941523922,0.5307532827,0.239,0.0002654809,0.0066370213,0.3277683135,0.0034586125,0.0746476422,8584.72,0.0001991106,0.0588617886,0,9.4,0.9366164465,367.7,,,0.0001327404,0.5445988055,8.7,0.2777777778,105.85791222,0.1337025316,0.405,,0.111,9.2868988391,,21.723627652,0.3145237091,0.1038921634,0.1101962512,10,13.232239027,0.1402,0.3092435115,1407,0.2407407407,1868,2751,1765,40.588118066,624.7,97.9,7791,1306,1806,2530,1886,7528,0.0078174451,-0.01,485.5,0.7285,736.32,113.2,1024.5,77.3,45,0.5423728814,12,0.12,2,0.2749334123,,0.2208595175,234,,691,0,,,,4239,59,,132.25,397,577,,69,25,,5.3333333333,85602,29,,,,,,79,125,480,,15404,93,1467,14,14,,968,5378,1536,2817,4,100,962,53.276467195,858,,3,181,,,14112,241,,,2,8389,0.0034586125,5,80,845,,,1690,14,,,,,,,10,185,,,143,,,,1833,287,45,,,,,,,,,567,,111,52,178,8,,64,,1781,6,929,,2179,40943,,8581,15075,1542,228,,11775,2751,,150,7570,,,1064,106416,,15252.666667,22229,15050,,185,,,,15067,15067,15067,,15404,14353,11830.645161,12969,15067,,1858,6772,2894,11786.610879,15067,15067,2935,15404,11494,1928,15067,3075,
55,78,2018,14984.049589,0.3247431014,0.1322105263,0.0004373497,105.79,0.7941176471,0.3316807366,0.451,78.431372549,,,0.0781348456,0.411,6.3307041527,0.073313783,48.598736433,5.7944647141,53.574161947,5.8182160899,818.2,0.1987886977,0.5428571429,4533,0.3331127289,0.1332450916,0.0072799471,0.8294727553,0.0577983675,0.5020957423,1,0.0083538084,0.131,207.6,0.0015442312,36562,0.8491484185,0.750343879,0.5068807339,0.296,0,0.0167659387,0.6019283747,0.1083295111,0.1034482759,9244.08,0.0015442312,0.0583657588,0,8.3,0.1153761306,642.6,,,0.0006618134,0.0196124764,6.4,0.5555555556,134.61969935,0.185483871,0.112,,0.187,8.7469932211,,33.209908399,0.4003639623,0.2072234361,0.2011010897,14,,0.3284,0.1227471227,624,0.3110539846,722,553,260,16.004786478,1322.5,513.5,2159,607,672,579,329,2187,0.0598277366,0.02,441.9,0.6386,1683.8,163.4,1409.5,,1,0.1764705882,15,0.272,12.3,0.2473309609,,0.0805218174,85,,314,2,,,,1306,92,,,124,612,,50,15,,2.3333333333,77167,37,,,,,,33,3760,262,,4232,34,378,7,7,,698,1091,442,856,0,76,874,458.45049112,399,,7,90,,,523,93,,,3,83,0.1083295111,5,30,230,,,830,4,,,,,,,,220,,,121,,,,214,170,66,,,,,,,,,91,,77,21,58,,,9,,1214,19,139,,179,12824,,2375,4573,291.8,68,,2895.7871397,1173,,,1587,,,682,30865,,4355.3333333,13263,4522,,35,,,,4533,4533,4533,,4232,4070,2885.4961832,3371,4533,,822,1454,872,2891.8918919,4533,4533,1452,4232,3857,330,4533,1542,
55,79,2018,8136.6836037,0.1921289489,0.1068509217,0.0007235822,53.04,0.881229446,0.1817158651,0.334,37.157667579,12.340716397,0.7435399939,0.0513786554,0.284,4.0021505601,0.0957696468,7.9375967114,4.263946715,945.0541643,5.111011538,1010.3,0.2508574705,0.6943479056,951448,0.2428782235,0.1267730869,0.262078432,0.0096127166,0.1483297038,0.5158957715,0.001920368,0.0334410002,0.103,357.8,0.00259289,47666,0.5809304233,0.7622965816,0.6517668378,0.227,0.0004309221,0.0428073841,0.4980848537,0.0252260756,0.0856752986,9723.41,0.0007619965,0.0313904952,0,10.7,0.5192411987,402.9,73.461202297,8.2232366901,0.0015155847,0.9872095048,7.5,0.3425076453,91.274168552,0.2247112952,0.253,29.103964316,0.169,8.6453977353,77.011009565,64.604906147,0.3596534246,0.1216212899,0.1293983398,13,15.700831746,0.1478,0.2937097103,115718,0.1067889445,184055,109349,51334,65.628858595,1028.1,24,460456,111729,191014,116736,70421,489900,0.0191768971,0,501.1,0.6939,1877.76,95.4,1126.8,168.9,5364,0.4,6409,0.198,3.4,0.3504613372,0.5220650806,0.4044004016,11351,,62862,693,,,,232902,8351,824,7315.69,24615,64374,,9386,530,,9045,91252,9663,,,,,,249354,9146,141128,,1820,29662,72104,2809,2467,,75087,337503,179114,157900,410,40729,115344,23907.634767,69693,,725,7415,,,494031,11654,685,816,1442,935613,0.0252260756,112,4360,85715,,834,161770,828,,,,,,,750,18995,,,5927,,,,188369,29355,685,,,,,,,,,23971,,17984,2723,10933,592,,3492,,183511,783,40718,5,168785,2707190,,588315,957735,46925.3,7906,,697311.37725,224745,6677084,9839,479090,,,98006,6677084,,957088,17854,956406,,5467,,,,951448,951448,951448,,947735,886995,700038.83495,784973,951448,,129253,442745,274813,695594.71366,951448,951448,231575,947735,813455,56059,951448,236218,
55,81,2018,6915.0031915,0.1410280034,0.0860047802,0.0006147226,53.96,0.9176706827,0.1705920754,0.337,26.57773217,,0.9265361446,0.0396573466,0.195,3.444977415,0.0619080619,12.315582053,3.5787552426,126.45234234,3.893172826,379,0.2456248772,0.7272727273,45623,0.2531837012,0.1666045635,0.013195099,0.014334875,0.0424785744,0.4947066173,0.5767241958,0.0107850574,0.091,37.7,0.0014466388,56400,0.4795774648,0.8255786322,0.6384222738,0.216,0.0011178572,0.0082852947,0.3180703905,0.072566031,0.0752265299,8149.57,0.0006137255,0.0510316719,1,9.2,0.9117769546,323.4,58.444088489,7.6797765883,0.0008986695,0.6659503503,8,0.3103448276,62.569123459,0.1478138223,0.245,11.717233854,0.117,12.07490834,46.479843805,24.471611638,0.3331408667,0.1039076826,0.1125510675,6,7.9312973399,0.2072,0.1982804392,5814,0.1714750102,7101,6633,3699,55.831110523,502.2,67.7,23247,5515,6975,6120,3888,22498,,0.02,472.5,0.6869,667.41,137.7,742.4,51.5,196,0.5087336245,14,0.12,5.2,0.3034200113,,0.2514601906,536,,2267,28,,,,11072,259,,461.415,912,2199,,268,39,,56.666666667,92494,172,,,,,,602,654,1938,,25764,455,2977,14,66,,3405,17371,6879,7107,51,378,3633,3241.7423051,2831,,28,601,,,41598,535,27,33,41,29750,0.072566031,9,142,2620,,16,5280,55,,,,,,,18,945,,,422,,,,7598,682,92,,,,,,,,,1267,,304,187,363,11,,233,,5384,60,2147,,4908,127174,,26359,45549,3282,498,,32854.599407,9745,,498,22997,,,4329,316672,,44812.666667,23758,45379,,363,,,,45623,45623,45623,,44673,42188,32714.285714,37157,45623,,7100,21041,10775,32902.777778,45623,45623,11422,44673,37633,3968,45623,11777,
55,83,2018,5897.56074,0.1233547889,0.0765934891,0.0002404167,48.98,0.8954423592,0.1551766621,0.313,15.664077925,,0.8763513514,0.0456005451,0.131,3.3067515755,0.0693386774,18.308730976,3.4486553789,21.296986476,3.8108743401,259.2,0.2391994239,0.6220735786,37430,0.2052364414,0.1934277318,0.0033128507,0.0146940956,0.0170451509,0.4892599519,0.8134360064,0.0064572279,0.1,18.7,0.000347315,58025,0.3889354568,0.816200878,0.5754693367,0.252,0.0001870158,0.0052364414,0.2127714917,0.0366796715,0.0681502086,8802.66,0.0002938819,0.044581188,0,8.7,0.9507614213,285.3,58.261854669,,0.0006144804,0.6361922464,8.7,0.4390243902,65.225992023,0.1175518135,0.437,,0.094,11.753706424,,35.213990511,0.3267447012,0.0976229733,0.1063386442,5,12.831342693,0.1326,0.1908724141,4032,0.2064380686,5494,6428,3416,21.435493479,474.7,114.7,19370,3739,5158,6106,3572,18575,0.0364950118,0.01,480.7,0.7512,699.88,52.1,595.3,55.5,,0.5224913495,9,0.091,3.5,0.2315576729,,0.2068703579,428,,1734,9,,,,9077,119,,259.4,937,979,,173,48,,8,98896,97,,,,,,124,550,638,,30634,230,2882,6,13,,1856,15245,4598,7298,7,196,1636,1381.3564286,2058,,11,355,,,35587,435,18,17,23,23959,0.0366796715,18,122,1815,,,3510,44,,,,,,,24,470,,,295,,,,2411,538,130,,,,,,,,,1210,,262,59,256,11,,151,,3364,27,1604,,4902,103643,,22639,37435,2461.5,373,,29000,7597,,296,20548,,,2495,262170,,37564,25951,37417,,299,,,,37430,37430,37430,,37660,35619,28820,32134,37430,,4772,18678,7990,28960.31746,37430,37430,7689,37660,30198,3040,37430,7963,
55,85,2018,6165.1874219,0.1214424253,0.0678801484,0.0011808699,37.43,0.901119403,0.1540741932,0.329,21.687131239,,0.9151255708,0.0500908799,0.156,3.3521989969,0.0668880455,11.603109633,3.354772217,187.51924171,4.0020221558,185.6,0.229334824,0.7506234414,35601,0.1718210163,0.2511165417,0.0049436814,0.0116569759,0.0151119351,0.4997893318,0.7497083171,0.0018527232,0.097,35.2,0.0026403753,50938,0.4694903087,0.8301630435,0.6817375887,0.227,0.000280891,0.0056178197,0.2219841793,0.0305912003,0.0633637943,8049.69,0.0008145839,0.0489854153,0,7.7,0.9501418499,318.9,44.697277529,,0.0020224151,0.7085949219,8.7,0.3870967742,83.083521394,0.1491623711,0.218,12.180153845,0.102,16.026091602,62.320642152,32.332319041,0.3184985693,0.0992545531,0.1037225095,6,12.35025318,0.1053,0.3174191756,3102,0.2133105802,4816,5974,4213,57.910279848,378.3,98.3,18105,2966,4396,5866,4668,17896,,0,534.7,0.7086,927.83,106.6,788.4,106.3,142,0.4680851064,38,0.096,8.7,0.2556048575,5.6231900357,0.1482758621,478,,1391,42,,,,9462,136,,400.825,937,926,,141,29,,67,91038,66,,,,,,176,415,538,,26988,63,2772,11,94,,1962,13442,4614,6530,10,200,1347,1101.2220299,1678,,29,309,,,33826,504,11,11,72,25508,0.0305912003,12,148,2315,,13,3640,57,,,,,,,22,340,,,250,,,,6177,408,106,,,,,,,,,1560,,330,115,359,27,,110,,3352,53,2189,2,4515,95548,,20492,35567,3829.5,536,,28759.878419,6271,,438,18706,,,2108,249933,,35729.666667,22748,35563,,401,,,,35601,35601,35601,,35998,34004,28577.319588,31212,35601,,4179,16192,6768,28766.519824,35601,35601,6068,35998,26482,4838,35601,6308,
55,87,2018,4980.8931933,0.1121109844,0.0687504975,0.0008513193,29.45,0.9034267913,0.1491430447,0.301,15.922945623,1.1871352527,0.9159823875,0.0364197233,0.103,3.0184285926,0.0701120797,7.2810962165,3.3848719028,145.94777036,3.7173874731,318.1,0.2539834149,0.7098092643,184526,0.2384000087,0.1390752523,0.0123993367,0.0187940995,0.0421024679,0.5011272124,0.2473867399,0.0097427972,0.085,61.2,0.0016149486,61764,0.3095178849,0.8559369724,0.7079530088,0.187,0.0006286377,0.0344450105,0.2742421108,0.0244377698,0.0591701982,8321.75,0.0008562479,0.0361723623,0,8.9,0.8803745814,263.8,41.578857436,4.9884881044,0.0008887636,0.927043776,8.8,0.1967213115,50.828549362,0.1206785943,0.187,10.00405619,0.095,11.078064886,68.78886022,39.400249302,0.2677922728,0.0917799481,0.1032322716,5,8.3614063886,0.0901,0.2075006619,22146,0.1082837033,32784,25023,11354,50.82176363,568.3,72.8,91307,20819,31036,25543,14291,91689,0.0307640673,0.03,467.7,0.8107,631.94,99.1,574.5,97.5,656,0.5456842105,155,0.08,2.3,0.2775842532,1.0914349641,0.1976682283,1554,,7773,156,,,,40254,653,15,2340.335,3778,4459,,1126,92,,262.33333333,105466,579,,,,,,2288,3468,7769,,43712,1658,11308,93,298,,9951,82134,33506,24985,116,6356,11932,4318.0317267,9257,,158,1647,,,162452,1597,73,78,164,163804,0.0244377698,12,462,8465,,55,17080,203,,,,,,,76,1880,,,1000,,,,27725,3067,393,,,,,,,,,4463,,1158,535,1079,70,,1296,,14548,102,6614,2,14852,514170,,113061,183245,6981.8,963,,133734.21927,41010,1263546,2555,103735,,,16060,1263546,,179744.66667,28371,182006,,734,,,,184526,184526,184526,,176695,170177,133035.29412,151964,184526,,32150,95958,47328,133609.62567,184526,184526,43509,176695,156447,8435,184526,45532,
55,89,2018,4157.845652,0.1055496175,0.0450084209,0.0014342629,37.82,0.9251101322,0.1242034483,0.256,3.9566168598,,0.9571181172,0.0346986962,0.048,2.8403652434,0.0598305683,6.7160927411,3.1108017304,47.494293024,4.1768388562,149.8,0.2650625239,0.7698019802,88314,0.2167153566,0.1861652739,0.0145050615,0.0032157982,0.0284213149,0.5084811015,0.2488685688,0.0054697361,0.077,34.7,0.0022306769,85706,0.1440195924,0.8510671135,0.8190350733,0.185,0.0003283738,0.0250130217,0.1842707142,0.0421360532,0.039754532,8647.37,0.0009964445,0.0270603921,0,9.8,0.9175555405,216.5,24.702593772,,0.0007473334,0.9049134788,9,0.4074074074,44.570307947,0.1075174825,0.353,9.4828436393,0.078,11.496869664,43.600753054,22.335570565,0.3206615916,0.0839281182,0.0956251031,4,6.3998390898,0.0503,0.1972576353,9700,0.0606431853,13095,13089,7251,38.789198407,451.9,56.3,43135,9112,12756,13852,9109,44829,0.0094389613,0.01,474.7,0.7363,372.23,92.7,736.9,45.7,259,0.778319123,35,0.054,1.2,0.2612541773,,0.1486133057,691,,2325,126,,,,16855,85,,1077.715,1690,917,,339,41,,41.333333333,143441,131,,,,,,1281,284,2510,,21501,455,5094,26,197,,1823,38601,14922,12144,29,2209,3545,3640.3443164,2818,,88,548,,,81033,719,19,18,66,78180,0.0421360532,11,195,3690,,25,6810,101,,,,,,,28,485,,,198,,,,10190,1180,147,,,,,,,,,2664,,327,242,787,21,,639,,4626,23,3987,,5455,241901,,51657,87850,7351.5,908,,65839.84375,21483,,1126,48705,,,5666,610474,,87028,34342,87470,,808,,,,88314,88314,88314,,86395,83185,66155.844156,74864,88314,,12658,45356,18219,65643.243243,88314,88314,19238,86395,70885,8836,88314,20251,
55,91,2018,4512.9626124,0.1324051635,0.082152294,0.0004115226,55.7,0.8415841584,0.1564442553,0.343,13.468013468,,0.9596774194,0.0393137956,0.181,3.4246162616,0.0478821363,,3.4815567623,85.790400506,4.446132142,327.2,0.2303746698,0.7582417582,7307,0.2114410839,0.2134939099,0.0031476666,0.0032845217,0.0176543041,0.4956890653,1,0.0077877127,0.11,,,53262,0.3712374582,0.764657308,0.6116700201,0.255,0.0002737101,0.0026002463,0.2261086821,,0.0778148604,9319.28,0.0005474203,0.0685185185,0,9.5,0.9672916382,261.6,,,0.0002737101,0.6560449859,,0.6666666667,51.796521455,0.1140495868,0.428,,0.1,13.717421125,,,0.3086177551,0.1037059752,0.1102144009,4,,0.1806,0.129267613,810,0.089456869,977,1168,802,33.682872577,525.8,125.8,3757,711,977,1147,789,3624,,-0.01,371.7,0.6386,1454.05,148.3,846.2,133.6,20,0.5348837209,5,0.115,0.6,0.2508250825,,0.3219822813,78,,342,3,,,,1912,20,,89.25,165,274,,26,,,6.3333333333,94547,24,,,,,,23,24,129,,7469,54,612,,0,,444,2778,912,1423,2,19,362,,443,,4,111,,,7068,77,,,2,4900,,2,19,345,,,740,10,,,,,,,,130,,,28,,,,742,117,28,,,,,,,,,202,,106,33,83,6,,46,,823,1,380,,1163,19851,,4163,7290,1629,101,,5574.3440233,1485,,93,4197,,,543,,,7382.3333333,21265,7335,,91,,,,7307,7307,7307,,7469,6934,5563.6363636,,7307,,1196,3633,1491,5580.3921569,7307,7307,1601,7469,5693,2022,7307,1620,
55,93,2018,4466.8346721,0.1203148919,0.0613105276,0.0004157597,40.31,0.93125,0.1566554585,0.303,7.1042909918,,0.9396296296,0.041749342,0.078,3.2940282222,0.0601368383,12.205498752,3.417504721,143.48488925,3.7907437905,351.6,0.2776862754,0.6594202899,41238,0.209442747,0.1366458121,0.0060138707,0.0050438916,0.0198845725,0.5035646734,0.5364830932,0.0064988653,0.079,31.6,0.0004122411,70086,0.2528409091,0.8048422271,0.7091007584,0.212,0.0003394927,0.009069305,0.2239906378,0.0465071345,0.0542740029,8040.96,0.0004364906,0.0349955277,1,10.1,0.9472816334,231.1,46.015357626,,0.0001454969,0.805553524,8.5,0.5135135135,53.203172666,0.1483552632,0.434,,0.103,12.961921299,48.908066039,21.538097455,0.320395291,0.0978956428,0.1066943651,4,5.3691275168,,0.1814126877,4770,0.1221273802,7627,5549,2614,28.627169282,426.6,130.8,20560,4834,7617,5495,2758,20704,0.0126245495,0,327.6,0.7173,572.28,72.3,755.8,87.2,118,0.6457960644,15,0.081,4.5,0.2229126214,4.8912910563,0.2490640152,296,,1527,17,,,,9124,100,,507.4,1031,664,,167,35,,58.666666667,112786,144,,,,,,248,208,820,,22006,252,2377,11,17,,1958,18084,6545,6384,14,374,1914,1907.6761484,1814,,18,313,,,39064,314,16,12,6,33043,0.0465071345,19,109,2255,,,4200,53,,,,,,,11,,,,186,,,,3507,525,161,,,,,,,,,672,,234,89,306,13,,361,,3153,39,1148,2,4058,116403,,24906,40889,4285.5,320,,30112.211221,14076,,540,24695,,,2777,286756,,40887,29753,40958,,276,,,,41238,41238,41238,,41019,38776,30088.607595,34817,41238,,7744,22469,9230,30113.207547,41238,41238,8545,41019,33423,3269,41238,8944,
55,95,2018,6668.291615,0.1350309332,0.0842224126,0.0008977694,46.94,0.9015317287,0.1502914141,0.322,17.937219731,,0.9389830508,0.0472883465,0.13,3.4366963696,0.0552780553,17.337825902,3.4415928414,236.01118189,3.8519309778,218.7,0.2463664892,0.6335877863,43481,0.2144614889,0.1955106828,0.0034497827,0.0115682712,0.0192497873,0.4944228514,0.8546544509,0.0055807634,0.099,27.1,0.0017708884,53661,0.4122963166,0.8060495662,0.6234594135,0.201,0.000206987,0.0053586624,0.3089049851,0.0072333598,0.0753727064,8972.03,0.0005289667,0.0518220295,0,9.3,0.9511510775,290.6,47.542325876,,0.0005749638,0.6744712137,8.9,0.4210526316,79.100462186,0.1508916324,0.411,8.4382359484,0.101,18.876176884,74.236185954,25.009361947,0.3054606433,0.1037722373,0.1087216048,4,11.037273793,0.1321,0.2105921159,4955,0.2111764706,6463,6762,3898,30.86504978,550.8,122.7,22078,4676,6374,6580,4288,21918,0.0315589279,-0.01,397.4,0.5861,580.1,81.1,848.6,128.9,126,0.5587668593,22,0.099,4.6,0.2648709315,,0.220607009,506,,2163,39,,,,10622,168,,498.6,1178,1181,,166,53,,103,93756,95,,,,,,150,503,837,,37780,230,3258,10,77,,3011,16815,5868,6635,9,233,2900,319.75066901,2629,,23,502,,,41357,495,18,11,25,29815,0.0072333598,16,172,2750,,11,4420,82,,,,,,,24,560,,,359,,,,4024,727,162,,,,,,,,,1170,,252,107,429,30,,290,,4233,43,2124,,5357,120001,,25682,43441,5127.8,457,,32987.57764,9366,,531,24911,,,3003,305690,,43642,24340,43437,,393,,,,43481,43481,43481,,44205,41213,32909.090909,36867,43481,,7303,20861,9412,33009.950249,43481,43481,9388,44205,34880,4150,43481,9687,
55,97,2018,4693.2974571,0.1305577703,0.0598010505,0.0006107261,50.71,0.9133448873,0.1597570436,0.344,11.638620823,,0.926602289,0.0393068256,0.116,3.3724249872,0.0638689867,7.3133124633,3.5305263793,105.49271722,4.303332447,293.7,0.2815786225,0.7813688213,70447,0.1930813235,0.1558902437,0.0077079223,0.0046559825,0.0307749088,0.4967422317,0.3603164855,0.0060598824,0.076,41.1,0.0012207759,55064,0.3444951275,0.8003054707,0.7302178718,0.213,0.0003406816,0.0303632518,0.2165083049,0.0529760223,0.0521091372,9320.2,0.0006813633,0.029739777,1,9.1,0.9150425142,246,32.625836037,,0.0010930203,0.8022108285,8.2,0.5,55.658100241,0.1443391164,0.203,7.0976686524,0.117,12.924667651,47.967638672,28.55516275,0.3225409313,0.1023910028,0.1099932147,5,9.3710066733,0.0554,0.2712745978,7693,0.1224340176,13484,9140,4937,43.173179082,309.1,39.1,35254,7507,12789,9181,6022,35499,0.0128977639,0.01,418,0.7229,739.97,137.6,817.6,90.9,232,0.5442404007,36,0.115,6.6,0.2711962834,,0.2053730164,579,,2573,43,,,,18311,240,,647.695,1556,1545,,312,36,,74.333333333,97109,207,,,,,,543,328,2168,,25229,406,4028,25,86,,3323,28819,11563,11335,24,2139,2985,3709.3281086,2945,,48,424,,,64462,589,18,15,77,56170,0.0529760223,15,196,4035,,15,8260,91,,,,,,,33,745,,,334,,,,9143,656,83,,,,,,,,,1617,,521,292,618,28,,326,,7684,90,2802,,6238,197688,,43026,70408,4235.3,577,,53229.651163,20621,,699,39586,,,4885,492253,,70463,22566,70482,,526,,,,70447,70447,70447,,70019,66998,53000,60810,70447,,9646,36010,15835,53215.962441,70447,70447,13787,70019,56516,5222,70447,14257,
55,99,2018,5939.6239294,0.1355354385,0.0730710271,0.0003664346,75.75,0.9393939394,0.1611068254,0.339,16.898235073,,0.95,0.0441028588,0.168,3.4826505555,0.0560625815,14.48360766,3.5435543237,115.49844799,3.9947872287,160.9,0.2154160029,0.6506849315,13517,0.17585263,0.2533106459,0.0055485685,0.0069542058,0.0156839535,0.4913072427,1,0.0013652913,0.11,,0.0005918473,46414,0.448502994,0.7821029777,0.6472712681,0.203,0.0071761486,0.0064363394,0.3266550523,0.0431092166,0.0676418614,8383.3,0.000887771,0.0518280434,0,7.7,0.9479174373,318.9,,,0.000887771,0.6727876262,8.4,0.1666666667,84.661645355,0.135987979,0.22,,0.109,18.321729571,,9.9286718315,0.3295866746,0.1070312523,0.1126096528,7,23.35493665,,0.4118359894,1210,0.1931818182,1667,2516,1710,25.6672014,425.9,152.3,7103,1143,1580,2272,1807,6802,0.0603661194,-0.01,463.7,0.6754,908.76,50,750,90.2,25,0.4890510949,13,0.111,2.1,0.2749235474,,0.2837065917,188,,572,5,,,,3722,45,,169.1,307,392,,43,14,,16,79700,22,,,,,,75,94,212,,14159,18,1213,,8,,749,5043,1613,2234,97,87,750,610.38339825,689,,12,129,,,12813,197,,,12,9526,0.0431092166,2,58,905,,,1510,25,,,,,,,16,,,,85,,,,1056,179,64,,,,,,,,,529,,124,21,157,9,,67,,1482,5,899,,3129,36656,,7828,13645,1488.8,231,,10979.351032,2663,,178,6961,,,767,96661,,13853,19951,13675,,146,,,,13517,13517,13517,,14159,13184,11027.272727,,13517,,1670,6448,2492,11004.926108,13517,13517,2296,14159,10186,1861,13517,2489,
